formula_pretty,avg_atomic_number,avg_electronegativity,valence_electron_count,fraction_transition_metals,nelements,density,volume,nsites,crystal_system,spacegroup_number,point_group,formation_energy_per_atom,energy_above_hull,band_gap
Li4Mn3Nb(PO4)4,11.28571429,2.641785714,12.35714286,0.142857143,5,3.47040945,318.3695853,28,Monoclinic,6,m,-2.540446429,0.113872583,0.3226
Mn5(NiBi2)2,46.63636364,1.786363636,10.45454545,0.636363636,3,9.367781795,435.3516628,22,Cubic,216,-43m,0.049388819,0.181220589,0
Er6Te2Ru,61.77777778,1.537777778,6.444444444,0.111111111,3,9.703587218,232.7016623,9,Hexagonal,189,-6m2,-0.731995879,0.05522887,0
BiC8N4Cl7,13.9,2.835,15.3,0,4,1.484112032,1363.38271,40,Orthorhombic,18,222,0.786180924,1.036460799,0.7131
Zr6FeCl15,23.68181818,2.600454545,13.04545455,0.318181818,3,3.378295527,557.8805219,22,Cubic,229,m-3m,-2.060220139,0.033830904,0
HfMg149,12.4,1.309933333,2.013333333,0.006666667,2,1.836793837,3435.301442,150,Hexagonal,187,-6m2,0.010514266,0.010514266,0.1369
LaGa,44,1.455,8,0.5,2,6.196832635,111.8105798,4,Orthorhombic,63,mmm,-0.69578897,0,0
Fe4Te3S,34.5,2.025,12,0.5,3,6.376116609,166.2188479,8,Orthorhombic,38,mm2,-0.346695848,0.10253664,0
LiPm2Si,34.75,1.285,5.25,0,3,5.71322454,94.46840347,4,Cubic,225,m-3m,-0.337434707,0,0
Sr4Fe4O11,18.10526316,2.576842105,11.36842105,0.210526316,3,5.424601078,229.5396191,19,Orthorhombic,65,mmm,-2.295680029,0.009928396,0
BaEuDySbO6,28.4,2.6,11.9,0,5,7.414494325,599.8033398,40,Orthorhombic,48,mmm,-3.053253014,0.087367879,0.0097
CoOF,14.66666667,3.1,14,0.333333333,3,5.075069645,184.4027014,18,Monoclinic,4,2,-1.604359419,0.102699447,0
Tl3Si,64.25,1.69,13.25,0,2,9.704145538,109.725934,4,Tetragonal,139,4/mmm,0.355959932,0.355959932,0
Ni(PtO2)3,31,2.939,13.6,0.4,3,10.97681451,447.7445673,40,Orthorhombic,65,2/m,-0.983246443,0,0.374
Ho6Mn(GeS7)2,31.08695652,2.133478261,12.04347826,0.043478261,4,5.650009198,481.6172541,23,Trigonal,143,3,-1.785980361,0.001592734,0.9655
BaSr3Ag4,44.75,1.4325,6.5,0.5,3,5.19852728,265.6528501,8,Monoclinic,6,m,-0.296680391,0.007500832,0
Ti3Nb,26.75,1.555,4.25,1,2,5.552612739,141.457639,8,Hexagonal,194,6/mmm,0.077854047,0.077854047,0
AgBi2S3Cl,39.71428571,2.41,15.14285714,0.142857143,4,6.488452107,336.5259467,14,Monoclinic,11,2/m,-0.707342042,0.009767254,0.7834
Ho2TlAg,65.5,1.5025,7.5,0.25,3,10.71531179,99.50735126,4,Cubic,225,m-3m,-0.329888034,0,0
MnGaPd2,37,1.94,10,0.75,3,9.577379937,58.51638694,4,Cubic,225,m-3m,-0.467932354,0.016125591,0
Ti3FeNi2(PO4)6,11.94444444,2.943611111,14.27777778,0.166666667,5,3.315072104,444.133683,36,Trigonal,146,3,-2.706359212,0.027154546,0.6998
Y(SiOs)2,43.8,1.884,9.4,0.6,3,10.43784452,83.60677042,5,Tetragonal,139,4/mmm,-0.80933972,0,0
Ca5As3,24.875,1.4425,6.875,0,2,3.332915257,423.6448276,16,Hexagonal,193,6/mmm,-1.302326325,0,0
Na2AgAuF6,20.2,3.021,12.6,0.2,4,4.507598149,171.227865,10,Cubic,225,m-3m,-1.746758727,0.200679824,0
Sc3RhC4,16.5,2.07,9.25,0.5,3,5.093646959,186.3531954,16,Monoclinic,12,2/m,-0.490014864,0.004856634,0
Cs2In3,51.4,1.384,8.2,0,2,4.971027062,407.7099968,10,Tetragonal,119,-42m,-0.296690023,0.001914818,0
TaInO3,29.2,2.72,13.2,0.2,3,8.484693138,67.27805888,5,Cubic,221,m-3m,-2.506883888,0.178475824,0
BaPrCuTe3,50,1.703333333,10.66666667,0.166666667,4,5.950333723,404.4124354,12,Orthorhombic,63,mmm,-1.456358211,0,0.5658
CsRbMg14,16.25,1.246875,1.875,0,3,2.037310414,455.3301929,16,Hexagonal,187,-6m2,0.293030946,0.293030946,0
MgCdTe,37.33333333,1.7,10,0.333333333,3,5.160507437,170.1022813,6,Monoclinic,9,m,-0.300262749,0.41411712,0
Ce4GaSbS9,30.53333333,2.104,12.26666667,0,4,4.867445207,1419.918633,60,Orthorhombic,41,mm2,-1.761558756,0.025533059,0
NpBr3,49.5,2.56,13.5,0,2,6.27010794,252.4992894,8,Orthorhombic,63,mmm,-1.80584485,0.001375452,0
CaMg2,14.66666667,1.206666667,2,0,2,1.683108134,174.997537,6,Hexagonal,194,6/mmm,0.086416872,0.203915238,0
Ca5(IrN3)2,22.76923077,2.126153846,9.076923077,0.153846154,3,5.428220518,409.2225549,26,Monoclinic,15,2/m,-0.597275414,0.079478986,0
TiCu2O3,17.33333333,2.61,12.33333333,0.5,3,5.201970495,284.6837683,24,Monoclinic,15,2/m,-1.967631604,0.108648841,0.9259
Zr19O40,18.30508475,2.760508475,12.13559322,0.322033898,2,5.602303597,703.4328614,59,Triclinic,1,1,-3.575846019,0.108496558,0.1026
Cu5P3O13,14,2.894761905,14.66666667,0.238095238,3,4.125144556,498.0585106,42,Monoclinic,11,2/m,-1.774928233,0.022759256,0
Pr2Ta2O9,25.84615385,2.786153846,12.30769231,0.153846154,3,6.851423565,381.8231377,26,Monoclinic,12,2/m,-3.248909326,0.116405233,0.2556
MgMn2P2O9,11.71428571,2.839285714,13.57142857,0.142857143,4,3.397022672,665.0386987,56,Orthorhombic,62,mmm,-2.531825424,0.052270245,0
ScTl2Mo15S19,30.18918919,2.324864865,11.43243243,0.432432432,4,5.562798171,1493.767747,74,Monoclinic,11,2/m,-0.994338908,0.009240325,0.0111
YMg5,16.5,1.295,2.166666667,0.166666667,2,2.338677596,149.4129194,6,Monoclinic,8,m,0.040227063,0.078558292,0
Ge3Te2Se,39,2.13,15,0,3,5.971026123,153.5331431,6,Trigonal,164,-3m,-0.321538058,0.031175902,0.3346
NaNbS6,18.5,2.25125,12.75,0.125,3,2.328938942,879.2350633,32,Monoclinic,15,2/m,-0.758447455,0.249298227,0.6098
CsZnNiF6,18.55555556,3.136666667,13.88888889,0.222222222,4,4.282455924,287.712067,18,Orthorhombic,74,mmm,-2.44506293,0.004482851,0
NdLuMg2,38.75,1.2575,2.5,0,3,5.539527868,110.2581002,4,Cubic,225,m-3m,-0.065189019,0.009402833,0
InAgAu2,63.5,2.1975,11.5,0.75,3,1.032417047,991.7702379,4,Orthorhombic,71,mmm,0.889881672,1.062315148,0.9284
NdNiP,34.33333333,1.746666667,9.333333333,0.333333333,3,7.095882321,218.9525046,12,Hexagonal,194,6/mmm,-1.147090677,0,0
LaCoSi2,28,1.695,10,0.5,3,5.897104998,143.0508604,8,Orthorhombic,63,mmm,-0.694111732,0,0
GeTe7As4,44,2.119166667,15.5,0,3,6.065451653,346.4632392,12,Trigonal,164,-3m,-0.012912683,0.094012257,0.4129
Li3NbF6,10.4,2.842,11,0.1,3,2.855338138,132.4318188,10,Cubic,225,m-3m,-2.75074054,0.366658335,0
Sr8Mn6Cu4S4O15,20.37837838,2.335675676,10.97297297,0.27027027,5,5.074979801,540.8710627,37,Monoclinic,12,2/m,-2.191123311,0.033966306,0
AgBiSe2,49.5,2.2625,14.5,0.25,3,7.728222045,102.0120544,4,Tetragonal,123,4/mmm,-0.212816297,0.111461196,0
Na2EuCuCl6,21.6,2.392,11.8,0.1,4,2.901025124,271.4351341,10,Cubic,225,m-3m,-1.819317567,0.146615909,0.357
MgTlRh2,45.75,1.8725,8.25,0.5,3,11.15054575,64.70562774,4,Cubic,225,m-3m,-0.255620167,0,0
Na4Mg(NiO3)2,12.30769231,2.268461538,9.384615385,0.153846154,4,3.62431174,151.0334158,13,Triclinic,2,-1,-1.391785195,0.235403583,0.4428
Er2ZnAg,53.25,1.515,7.25,0.5,3,9.477851721,88.96676085,4,Cubic,225,m-3m,-0.33640984,0.011313475,0
Ti3Co3(TeO8)2,15.79166667,2.895833333,13.625,0.25,4,4.730295558,291.9245322,24,Monoclinic,8,m,-2.071260583,0.103253233,0.4958
AgRhF6,18.25,3.51125,15.25,0.25,3,5.137192583,209.9526146,16,Trigonal,148,-3,-1.554154335,0,0
SrLiTiF6,13,3.038888889,12.11111111,0.111111111,4,3.285854205,259.1671912,18,Trigonal,163,-3m,-3.726077267,0.018110192,0
CoAgO2,22.5,2.6725,13,0.5,3,5.599000668,117.9194324,8,Hexagonal,194,6/mmm,-0.367960279,0.63765592,0
HoN,37,2.135,9,0,2,10.38451367,28.61298291,2,Cubic,225,m-3m,-2.059664417,0,0.0875
Ce(ZnAu2)2,62,2.082857143,10.14285714,0.857142857,3,13.38438751,131.3604542,7,Tetragonal,139,4/mmm,-0.488790637,0,0
LaNO5,14.85714286,3.048571429,14,0.142857143,3,3.576101758,216.299648,14,Monoclinic,4,2,-1.680579554,0.160018685,0
PtN4Cl5O,18.09090909,3.061818182,15.54545455,0.090909091,4,2.654420734,1111.95994,44,Monoclinic,14,2/m,0.479674705,0.900703956,0.0137
Li3Nd2(N3O10)3,9.818181818,3.085909091,14.18181818,0,4,2.587632004,2349.597269,176,Cubic,198,23,-1.191733255,0.14493184,0.788
LaCeBe26,7.821428571,1.537142857,2.071428571,0.035714286,3,3.096293514,275.3027564,28,Cubic,209,432,-0.141967527,0.001783847,0
SbRuSe,43,2.266666667,13,0.333333333,3,8.212739944,244.0764414,12,Monoclinic,14,2/m,-0.624781102,0,0.7549
MgTe4Mo2WS2,41,2.155,11.6,0.3,5,4.162191765,388.8063648,10,Monoclinic,8,m,-0.572715347,0.270379995,0
Fe,26,1.83,8,1,1,7.618499799,48.68822301,4,Orthorhombic,63,mmm,0.054992035,0.054992035,0
FeO,17,2.635,12,0.5,2,5.536712071,43.09432435,4,Hexagonal,194,6/mmm,-1.368032655,0.113486733,1.0366
BeCu,16.5,1.735,6.5,0.5,2,6.312450819,19.08699161,2,Cubic,221,m-3m,-0.100244308,0.005036343,0
Ho15C19,32.91176471,1.967647059,9.147058824,0,2,8.820693124,1017.389229,68,Tetragonal,114,-42m,-0.317122992,0.010653622,0
Li6Mn9O20,11.51428571,2.532285714,11.11428571,0.257142857,3,3.950895785,719.608105,70,Monoclinic,12,2/m,-2.045994373,0.021440651,0
Zr4CuPd,39.16666667,1.57,6.166666667,1,3,7.459864449,119.0583626,6,Tetragonal,97,422,-0.294602532,0.01647482,0
Tb11Cd45,51.33928571,1.574107143,10.23214286,0.803571429,2,8.707547622,2596.080626,112,Cubic,216,-43m,-0.209040672,0,0
Th6CBr14,49.33333333,2.466190476,12.85714286,0,3,5.506290595,1521.665352,42,Orthorhombic,64,mmm,-1.917419368,0,0.7041
Nb2MoRu,42,1.89,6,1,3,9.703334982,65.51274894,4,Cubic,225,m-3m,-0.251421209,0,0
YbNdO2,36.5,2.28,9.5,0,3,10.08737265,114.9941483,8,Tetragonal,141,4/mmm,-2.97467311,0.321274982,0
SrPd2,43.33333333,1.783333333,7.333333333,0.666666667,2,8.184547509,121.918913,6,Cubic,227,m-3m,-0.634736307,0,0
LiMnNiO4,12.57142857,2.6,11.71428571,0.285714286,4,4.383651367,139.8312706,14,Orthorhombic,74,mmm,-1.706483919,0,0.2055
Al5Se8,25.92307692,2.188461538,14.84615385,0,2,4.358774073,292.0428522,13,Cubic,216,-43m,-0.926900271,0.04312236,0
Ba(FeO2)2,20,2.615714286,11.71428571,0.285714286,3,4.284986641,242.60191,14,Hexagonal,182,622,-2.053664365,0.035433471,0
Ce3Eu,59.25,1.14,3,0,2,8.326653528,114.1330585,4,Tetragonal,139,4/mmm,0.207937961,0.207937961,0
SeO4,13.2,3.262,16,0,2,2.701291288,351.5158557,20,Orthorhombic,19,222,-0.377298346,0.338145508,0
Er3Ga9Pt2,45.64285714,1.755,10.42857143,0.142857143,3,9.866808582,255.7168698,14,Orthorhombic,71,mmm,-0.656809251,0.025493661,0
Lu6Ga19Pd3,41.17857143,1.736071429,10.53571429,0.107142857,3,8.750107592,511.2118257,28,Monoclinic,8,m,-0.56314578,0.045062458,0
AlPPt5,59.71428571,2.171428571,11.14285714,0.714285714,3,16.37334129,104.8020698,7,Tetragonal,123,4/mmm,-0.667961493,0,0
Rb2ZnN4,18.85714286,2.207142857,10.57142857,0.142857143,3,2.783382122,697.7038874,28,Monoclinic,14,2/m,1.37695105,1.491167397,0.117
Rb2Li(TcO4)2,17.46153846,2.610769231,11.15384615,0.153846154,4,3.370196155,247.2787019,13,Triclinic,1,1,-2.091250158,0.016191572,0.0058
VO2,13,2.836666667,12.33333333,0.333333333,2,3.677865565,449.3658812,36,Monoclinic,8,m,-2.317182548,0.205285629,0.8791
ZnCu(Si2O5)2,12.1875,2.846875,14.9375,0.125,4,3.384195601,787.6133194,64,Tetragonal,130,4/mmm,-2.706127621,0.094825568,0.9117
K(CrS2)2,18.71428571,2.065714286,11,0.285714286,3,2.613187778,689.7140876,28,Triclinic,2,-1,-0.848175272,0.274772384,0
RbFeO2,19.75,2.3825,10.25,0.25,3,3.416312375,168.4803091,8,Orthorhombic,63,mmm,-1.614007656,0.158241461,0.3994
Mg2Ti3CoS8,17.5,2.125714286,10.92857143,0.285714286,4,3.104026126,271.5815507,14,Trigonal,166,-3m,-1.416632601,0.123117349,0
LiAg2F4,19,2.965714286,13,0.285714286,3,3.688472984,134.4607611,7,Tetragonal,82,-4,-1.675338534,0.118659776,0
K4In3Ge20,31.96296296,1.808148148,11.96296296,0,3,4.651283397,1394.930053,54,Cubic,223,m-3m,-0.123205109,0,0
Na7Mn16O32,13.32727273,2.570727273,11.47272727,0.290909091,3,3.965634739,649.8380409,55,Triclinic,1,1,-1.927841839,0.038927694,0.5316
Rb3Nb,38,1.015,2,0.25,2,2.536275538,457.3970986,8,Hexagonal,194,6/mmm,1.186608713,1.186608713,0
Pr3Tm,61.5,1.16,3,0,2,6.902806419,284.658085,8,Hexagonal,194,6/mmm,0.036455373,0.036455373,0
Eu2ZnGe3,42,1.68,10,0.166666667,3,6.948702941,280.6748824,12,Monoclinic,12,2/m,-0.549601216,0.015630207,0
V6C5,15.27272727,2.048181818,9.090909091,0.545454545,2,5.666738188,321.4882713,33,Trigonal,151,32,-0.635344777,0,0
Ca3Co2(WO6)2,18.84210526,2.776842105,12,0.210526316,4,5.722714696,231.4869111,19,Triclinic,1,1,-2.361369367,0.067174775,0.9476
ErBiRh,65.33333333,1.846666667,9,0.333333333,3,12.16843034,196.1564811,9,Hexagonal,189,-6m2,-0.732850114,0,0
CaTa2Ga2(CuO4)3,20.55,2.73,13.15,0.25,5,7.138795677,859.7652175,80,Triclinic,2,-1,-2.460019221,0,0.4803
CaCuO2,16.25,2.445,11.25,0.25,3,4.253945075,211.7629201,16,Triclinic,2,-1,-2.022723383,0.119761529,0.032
EuMoO4,22.83333333,2.853333333,12.16666667,0.166666667,3,6.211384473,166.7662963,12,Tetragonal,88,4/m,-2.652453238,0,0.1666
NaNd(FeO3)4,15.05555556,2.815,12.66666667,0.222222222,4,4.365392461,221.6152743,18,Tetragonal,123,4/mmm,-1.397372207,0.247571368,0
TbHoRh2,55.5,1.7225,6,0.5,3,11.14923984,78.88718968,4,Cubic,225,m-3m,-0.870020495,0.009145395,0
Ni(PO3)4,10.82352941,3.055882353,15.41176471,0.058823529,3,2.27116896,547.7415443,34,Monoclinic,12,2/m,-2.18585391,0.097212281,0
Mg30TiCdO32,10.71875,2.38453125,9.1875,0.03125,4,3.683125284,631.8259308,64,Tetragonal,123,4/mmm,-2.938483808,0.078028183,0
MgTi2Zn4O8,16,2.567333333,12.4,0.4,4,5.089155358,166.3001458,15,Monoclinic,12,2/m,-2.262837512,0.278879014,0
Tl2CuPb(NO2)6,18.68181818,3.045,15.13636364,0.045454545,5,5.018024041,316.2043039,22,Cubic,202,m-3,-0.791946696,0.119890672,0
Th(BRu)2,37.6,1.956,9,0.4,3,10.16728047,148.884219,10,Orthorhombic,70,mmm,-0.584960165,0,0
MnBe2Co,15,1.6425,5,0.5,3,5.861189513,37.36746657,4,Cubic,225,m-3m,-0.235634712,0.004891544,0
CuC9S2NF10,9.217391304,3.167391304,15.39130435,0.043478261,5,1.781894427,819.6262176,46,Monoclinic,15,2/m,-0.568010501,0.674622084,0.7425
Rb2UI5,53.875,2.04,11.25,0,3,4.815764336,1439.232135,32,Orthorhombic,62,mmm,-1.391465185,0.027398216,0
Li3Mn4NiO8,12.5625,2.410625,10.5625,0.3125,4,4.602389165,154.1564985,16,Monoclinic,12,2/m,-2.003871953,0.022362403,0
Sn(NF2)4,11.53846154,3.535384615,16.15384615,0,3,2.275965092,953.5084883,52,Orthorhombic,56,mmm,-0.919179206,0.275586073,0
Yb2Mg,50.66666667,1.17,2.666666667,0,2,7.561827492,162.6693449,6,Orthorhombic,63,mmm,-0.061949485,0,0
PtI3,59.25,2.565,15.25,0.25,2,6.807702337,561.795476,16,Monoclinic,15,2/m,-0.431066994,0,0.3481
SrO10,10.72727273,3.213636364,14.72727273,0,2,2.946607257,558.1642677,44,Tetragonal,130,4/mmm,-0.130853805,0.470367776,0
Ba4P15Au8,40.03703704,2.101111111,11.88888889,0.296296296,3,7.399132778,4649.420532,216,Orthorhombic,60,mmm,-0.462679513,0.020906143,0
SrEuTe2,51.25,1.5875,9.25,0,3,6.211684997,132.2681626,4,Tetragonal,123,4/mmm,-1.754701214,0.25043506,0
CoMo,34.5,2.02,7.5,1,2,9.527364377,26.99308859,2,Cubic,221,m-3m,0.291092251,0.291092251,0
Rb2CuRuF6,20.1,2.962,12.3,0.2,4,4.840063625,154.2298083,10,Cubic,225,m-3m,-2.228017409,0.079077822,0
Co2SbO6,17,2.938888889,14.33333333,0.222222222,3,5.058633916,220.3419989,18,Orthorhombic,64,mmm,-1.349596343,0.092302996,0
YbHO2,21.75,2.545,9,0,3,8.796516114,155.5837138,16,Tetragonal,113,-42m,-2.963152438,0,0
FeTc2Ge,36,1.91,9,0.75,3,10.03842504,53.6757526,4,Cubic,225,m-3m,-0.075069464,0,0
Sc2Sb,31,1.59,7,0.666666667,2,5.017118604,140.1160151,6,Tetragonal,129,4/mmm,-0.880419552,0,0
VPH11O9,5.5,2.680909091,7.954545455,0.045454545,4,1.534832036,1025.631739,88,Tetragonal,76,4,-1.058287874,0.557042797,0
YCu2,32.33333333,1.673333333,8.333333333,1,2,7.071404946,202.8863407,12,Hexagonal,194,6/mmm,-0.173063584,0.073445886,0
Ce5Rh4,52.22222222,1.635555556,5.666666667,0.444444444,2,8.862926493,833.5192094,36,Orthorhombic,62,mmm,-0.690410111,0.024868929,0
TiCr2,23.33333333,1.62,5.333333333,1,2,6.337644227,159.1557526,12,Hexagonal,194,6/mmm,0.101901979,0.101901979,0
Sb,51,2.05,15,0,1,6.430788364,62.88101095,2,Trigonal,166,-3m,0,0,0
Eu9(Ni13P6)2,31.38297872,1.845531915,9.936170213,0.553191489,3,7.876822153,688.3876264,47,Hexagonal,187,-6m2,-0.663608035,0.025372379,0
Mg2CoW3S8,28.64285714,2.301428571,11.35714286,0.285714286,4,5.914729929,257.0466754,14,Trigonal,160,3m,-0.945062259,0.271790501,0
Nd11In9Pd4,53.54166667,1.556666667,7.916666667,0.166666667,3,7.693088421,657.4096385,24,Orthorhombic,65,mmm,-0.568793388,0.04992512,0
Ba5Sr2Nd8(CuO5)5,26.24444444,2.466,10.95555556,0.111111111,5,6.732192102,1348.484013,90,Orthorhombic,55,mmm,-2.868331391,0.005707941,0
Sn4(PO4)3,17.94736842,2.931052632,15.42105263,0,3,4.439797811,568.3147722,38,Hexagonal,173,6,-2.240459724,0.091327711,0.1243
SiNi2P,21.25,1.9775,12.25,0.5,3,5.860596517,399.9532515,32,Orthorhombic,61,mmm,-0.454530306,0.02154868,0
Tb3Os,67.75,1.375,4.25,0.25,2,10.36105982,427.5970307,16,Orthorhombic,62,mmm,-0.299838448,0,0
Cu(IN)4,29.88888889,2.744444444,15.44444444,0.111111111,3,4.640521861,224.4304967,9,Monoclinic,12,2/m,1.005409862,1.240540476,0
HoTmRu2,56,1.72,5.5,0.5,3,11.85563755,75.07453383,4,Cubic,225,m-3m,-0.381747654,0,0
BaTi8O16,14.4,2.73,11.6,0.32,3,4.131962326,311.9580951,25,Triclinic,1,1,-3.484021402,0.00112904,0
CeIn7Cu5,42,1.775384615,11.46153846,0.384615385,3,8.27877617,253.0433905,13,Orthorhombic,44,mm2,-0.137193314,0.052314488,0
TlCdS2,40.25,2.1175,14.25,0.25,3,6.749749218,93.71306417,4,Trigonal,164,-3m,-0.515480985,0.168029487,0
SrSbO3,22.6,2.664,13,0,3,5.733048488,74.54787046,5,Cubic,221,m-3m,-2.375606297,0.132098441,0
TbHfO4,28.16666667,2.693333333,11.83333333,0.166666667,3,8.676121068,153.6543532,12,Monoclinic,15,2/m,-3.582074436,0.087073198,0
MgIn,30.5,1.545,7.5,0,2,4.969849321,46.48414099,2,Trigonal,166,-3m,-0.044165841,0.031846905,0
Co2(CN2)3,10.36363636,2.695454545,13.63636364,0.181818182,3,3.586668158,220.3195126,22,Trigonal,167,-3m,0.109700785,0.109700785,0.8426
Sr2MgTl,42.25,1.2075,4.75,0,3,0.359947295,1863.43593,4,Orthorhombic,71,mmm,1.221968953,1.463624722,0
KZrCuF7,15.1,3.191,13.5,0.2,4,3.842520972,565.0030539,40,Orthorhombic,63,mmm,-3.199783751,0.005474879,0.3759
Cs2TlAuI6,58.8,2.17,12.8,0.1,4,5.303511947,447.2933278,10,Cubic,225,m-3m,-0.990864224,0.050937956,0
Li4Ti2Ni5O12,12.69565217,2.514347826,11.04347826,0.304347826,4,4.681812211,431.9687212,46,Monoclinic,4,2,-2.031293306,0.056271544,0.2531
Nd4(LuS2)11,37.10810811,2.034864865,10.72972973,0,3,6.239892927,853.4452382,37,Monoclinic,12,2/m,-2.349918063,0.02605691,0
TiPd3,40,2.035,8.5,1,2,10.29561728,59.21245027,4,Cubic,221,m-3m,-0.649464614,0.004809819,0
Cr7Ni20Mo3,28.46666667,1.876666667,8.666666667,1,3,8.827542312,686.8459663,60,Triclinic,1,1,-0.005751824,0.015227643,0
PaOsO3,38.2,2.804,11.8,0.2,3,12.54274726,62.12604951,5,Cubic,221,m-3m,-1.652130343,1.164462956,0
Zr2VCo3,30.66666667,1.655,6.666666667,1,3,8.058312706,84.52575932,6,Trigonal,166,-3m,-0.219338078,0.050652563,0
K5Nb3O3F14,14.72,2.9976,12.24,0.12,4,2.746985272,1905.819392,100,Orthorhombic,31,mm2,-3.273349035,0,0.0002
Yb4CrS7,34.66666667,2.01,10.83333333,0.083333333,3,6.487890221,247.9105714,12,Monoclinic,8,m,-2.077625875,0.010320866,0
BaNaMg6,17.375,1.21,1.875,0,3,2.186631318,464.9788616,16,Orthorhombic,38,mm2,0.146206024,0.178801639,0
Li5Mn(CoO4)2,9.875,2.358125,9.875,0.1875,4,3.764182483,148.0051926,16,Trigonal,166,-3m,-1.69605662,0.224294217,0
LaPr3,58.5,1.1225,3,0.25,2,6.366603738,146.484055,4,Cubic,221,m-3m,0.032082863,0.032082863,0
TiAlO3,11.8,2.694,13,0.2,3,3.544699835,57.54840132,5,Cubic,221,m-3m,-2.369078754,0.995916568,0
Li2Cu4S3,18.88888889,1.922222222,10.44444444,0.444444444,3,4.344227759,278.4704921,18,Monoclinic,15,2/m,-0.630404484,0.077051261,0.7294
Er5C2Br9,41.6875,2.37125,12.25,0,3,5.750500756,1824.357582,64,Monoclinic,14,2/m,-1.8850226,0,0.9221
Lu2Fe14C,30.11764706,1.806470588,7.764705882,0.823529412,3,8.674793054,875.7707814,68,Tetragonal,136,4/mmm,-0.08911305,0,0
ErGa2Ni3,35.66666667,1.765,9.833333333,0.5,3,9.202705668,261.3417339,18,Hexagonal,189,-6m2,-0.561162959,0,0
EuSnRh2,50.75,1.93,8.75,0.5,3,10.56528738,74.88882492,4,Cubic,225,m-3m,-0.473832457,0.016405193,0
Ag2SnO3,28,2.69,14,0.333333333,3,7.189156422,353.345601,24,Hexagonal,182,622,-1.199544142,0.01201379,0
CaMg14Mn,13.3125,1.305625,2.3125,0.0625,3,1.948737644,370.9116439,16,Orthorhombic,38,mm2,0.09186136,0.108209433,0
Ba4Pt,60.4,1.168,3.6,0.2,2,3.956001617,624.9198643,10,Cubic,227,m-3m,-0.188031235,0.111553562,0
Cu7As6(PbO12)2,19.41025641,2.912820513,14.84615385,0.179487179,4,5.521882313,509.0395069,39,Triclinic,2,-1,-1.412995766,0.017675066,0
Li2MnBO4,8.5,2.41375,10.75,0.125,4,2.648895607,360.1515673,32,Monoclinic,14,2/m,-2.351368468,0.106643783,0.6301
Ce(MnSi)2,27.2,1.604,9,0.4,3,5.712903574,88.99078465,5,Tetragonal,139,4/mmm,-0.630216268,0,0
Ba(BiPd)2,62.8,1.866,10.4,0.4,3,9.572845762,266.4842309,10,Monoclinic,11,2/m,-0.642472993,0,0
LaTe2Se,48.75,1.9625,12.75,0.25,3,6.38805167,245.9415592,8,Orthorhombic,63,mmm,-1.581523716,0,0
Ce2CuGe3,40.16666667,1.695,9.833333333,0.166666667,3,7.390644213,126.2030001,6,Hexagonal,187,-6m2,-0.596324096,0.022063996,0
Er(CrGe)6,31.07692308,1.789230769,9.461538462,0.461538462,3,8.117209355,187.1971901,13,Hexagonal,191,6/mmm,-0.197911467,0.008863749,0
Pr3CoBr3,44.14285714,2.021428571,9.857142857,0.142857143,3,5.5458921,863.9619846,28,Cubic,214,432,-1.413563742,0,0
Ca2In,29.66666667,1.26,5.666666667,0,2,3.34663549,386.9700718,12,Orthorhombic,62,mmm,-0.461358529,0.000365135,0
Li9Cr12Fe7O48,11.59210526,2.719342105,11.90789474,0.25,4,3.292507197,930.6605893,76,Triclinic,1,1,-1.806411872,0.075889386,0.1591
BaAl2O6,14.44444444,2.75,13.77777778,0,3,3.143380112,607.0540649,36,Orthorhombic,33,mm2,-2.234444218,0.447450951,0
VWO4,21.5,2.958333333,12.5,0.333333333,3,7.362756949,269.5372786,24,Orthorhombic,60,mmm,-2.295116216,0.033973911,0.2648
Ta3Sb,67.5,1.6375,7.5,0.75,2,15.03661999,146.7883486,8,Cubic,223,m-3m,-0.147627039,0,0
CrN2,12.66666667,2.58,12,0.333333333,2,2.191375736,485.0246291,24,Cubic,198,23,-0.143197498,0.356260381,0
Co2As,29,1.98,11,0.666666667,2,8.741423266,109.8672307,9,Hexagonal,189,-6m2,-0.073868722,0.071190131,0
Sc2Pt,40,1.666666667,5.333333333,1,2,7.730400536,244.8756425,12,Orthorhombic,62,mmm,-0.976598738,0,0
Ba2Sb2F11,20.86666667,3.310666667,14.73333333,0,3,4.339678191,834.7197292,45,Trigonal,145,3,-3.197717683,0.120044136,0.2933
InI4,52.2,2.484,16.2,0,2,2.908354326,2132.296783,30,Cubic,226,m-3m,-0.533139035,0.091671579,0
CdPOs2,53.75,2.07,10.75,0.75,3,13.83800474,62.86055744,4,Cubic,216,-43m,0.844021451,1.071785645,0
Li2CuSiO4,10.125,2.44,11.375,0.125,4,3.368203386,167.139434,16,Monoclinic,7,m,-2.325726349,0.072143576,0
ZnAgBiO5,25,2.85,14.75,0.25,4,6.410715148,478.9430223,32,Monoclinic,14,2/m,-1.013288229,0.098936563,0.3209
Li3Rh,13.5,1.305,3,0.25,2,3.814989247,107.7098752,8,Hexagonal,194,6/mmm,-0.023338881,0.069664288,0
Tm6(Ga3Co)7,36.88235294,1.725588235,10.41176471,0.205882353,3,8.433680594,1138.17218,68,Tetragonal,127,4/mmm,-0.469576211,0.012221013,0
