formula_pretty,avg_atomic_number,avg_electronegativity,valence_electron_count,fraction_transition_metals,nelements,density,volume,nsites,crystal_system,spacegroup_number,point_group,formation_energy_per_atom,energy_above_hull,band_gap
Li4Zn(PS4)2,13.33333333,2.039333333,11.6,0.066666667,4,2.180261085,627.0305665,30,Monoclinic,4,2,-1.060883979,0.011160197,2.7225
BaReH9,12.72727273,2.053636364,1.636363636,0.090909091,3,4.973408268,333.1544468,33,Trigonal,143,3,-0.344535333,0.073847805,3.1242
Ca(MoO2)2,19.42857143,2.725714286,11.14285714,0.285714286,3,5.111285891,192.2983164,14,Cubic,227,m-3m,-2.296375504,0.007798991,2.3071
Li2FeGeO4,12,2.445,11,0.125,4,3.735242529,366.9657085,32,Orthorhombic,31,mm2,-2.141823089,0,2.1565
VBiPbO5,28.5,2.8975,14.25,0.125,4,7.198746566,252.4084712,16,Triclinic,2,-1,-2.021756555,0.001762336,2.9292
Li2MnF6,9.444444444,3.043333333,12.33333333,0.111111111,3,3.061732313,198.2955311,18,Trigonal,147,-3,-2.852786399,0.015648195,2.923
Ba2U(PO5)2,20.93333333,2.796,13.13333333,0,4,5.006168824,487.3477562,30,Triclinic,2,-1,-3.336247098,0,2.1977
TeBrO3F5,15.6,3.528,16.6,0,4,3.319048077,701.4171833,40,Monoclinic,14,2/m,-1.561555379,0,2.7668
Sr6Mg(W2O9)2,23.44827586,2.702413793,11.24137931,0.137931034,4,5.652265704,462.230451,29,Triclinic,1,1,-2.759454873,0.098009577,2.1674
Al2CdS4,19.71428571,2.175714286,14.57142857,0.142857143,3,3.078721104,158.9138409,7,Tetragonal,82,-4,-1.147233042,0,2.7263
Y2Si4CN6,14,2.371538462,12.76923077,0.153846154,4,4.225552259,607.075986,52,Monoclinic,14,2/m,-1.360354628,0,3.0876
Ca3Ti3Si2GeO15,12.75,2.709583333,12.5,0.125,5,3.607129161,1164.935778,96,Triclinic,1,1,-3.331690766,0.002174557,2.8822
Mn3Zn9(PO4)8,13.86538462,2.828846154,14.63461538,0.230769231,4,3.689960334,680.9930555,52,Triclinic,2,-1,-2.413636921,0.003947738,2.7824
Li2FeO2,9.6,2.134,8.4,0.2,3,3.651644071,185.0340961,20,Trigonal,164,2/m,-1.82534024,0.054660056,2.9202
Co2BP3(H3O7)2,8.538461538,2.835769231,11.76923077,0.076923077,5,2.829512074,1060.200323,104,Orthorhombic,19,222,-2.027591655,0.02625431,3.0194
K2AlAgCl6,20,2.414,12.8,0.1,4,2.708404237,261.0386987,10,Cubic,225,m-3m,-1.832410796,0.061772994,2.4737
SrLaTaNiO6,24.4,2.61,11.6,0.3,5,7.203270808,647.9652766,50,Monoclinic,8,m,-3.123183276,0.021337363,2.2954
Cs2CeO3,32,2.17,8.833333333,0,3,5.217286465,288.9472806,12,Orthorhombic,36,mm2,-2.669666481,0,2.2437
LiFe(CO3)2,8.9,2.855,13.3,0.1,4,2.54578956,238.4744255,20,Monoclinic,4,2,-1.830585178,0.083839855,2.1614
B6H7O6,4.473684211,2.541052632,9.526315789,0,3,1.920888448,580.636249,76,Monoclinic,14,2/m,-1.292324385,0.248727305,2.1929
BaNaTbWO6,25.4,2.592,10.8,0.1,5,6.619000155,150.2935885,10,Cubic,216,-43m,-2.917299164,0.008678987,2.8478
MgSeO4,13,2.936666667,13.66666667,0,3,3.84058588,144.6373498,12,Orthorhombic,63,mmm,-1.87075107,0,2.869
Li2Fe2(MoO4)3,14.73684211,2.809473684,12,0.263157895,4,3.320361751,1211.030829,76,Orthorhombic,60,mmm,-2.026668561,0,2.6564
Cd4Mo3WO16,21.66666667,2.943333333,13.66666667,0.333333333,4,6.187556626,315.947548,24,Tetragonal,81,-4,-1.834932343,0.023461023,2.4773
K2Mo3(AsO5)4,15.72413793,2.953103448,13.79310345,0.103448276,4,3.53674956,925.5834407,58,Monoclinic,15,2/m,-1.855327684,0,2.6696
Cs2U2Mo3O16,23.82608696,2.863478261,12.26086957,0.130434783,4,4.695193745,1818.813474,92,Tetragonal,86,4/m,-2.635036804,0.002505528,2.4566
Al2CoO4,12.14285714,2.694285714,14.14285714,0.142857143,3,4.454019602,131.89847,14,Cubic,227,m-3m,-2.863333982,0.021735826,3.0024
K3AlO3,13.42857143,2.055714286,9.142857143,0,3,2.649608727,241.0012812,14,Monoclinic,12,2/m,-2.25720183,0,2.8977
NaMg30FeO32,10.203125,2.3771875,9.078125,0.015625,4,3.539432958,619.267103,64,Tetragonal,123,4/mmm,-2.945325635,0.015456364,3.0685
Y6MoO12,19.57894737,2.671578947,11.36842105,0.368421053,3,3.749818643,363.7278535,19,Triclinic,2,-1,-3.358046277,0.216838965,2.414
Hf2Bi2O7,33.27272727,2.792727273,13.63636364,0.181818182,3,9.405201194,313.1868938,22,Monoclinic,5,2,-2.942493605,0,2.9368
TeO2,22.66666667,2.993333333,16,0,2,5.932513985,178.6898728,12,Tetragonal,92,422,-1.494561113,0.000498891,2.8044
Ba5Re3ClO15,26.75,2.704583333,12,0.125,4,5.936433868,850.7402979,48,Hexagonal,185,6mm,-2.791148584,0,2.5265
K2HgHCl4,23.375,2.31,10.375,0.125,4,3.250669923,430.738369,16,Orthorhombic,55,mmm,-1.227236939,0.312084694,2.1534
Ba3MgNb2O9,22.26666667,2.542666667,10.8,0.133333333,4,5.940852813,214.1322118,15,Trigonal,164,-3m,-3.266047576,0,2.648
Ba2La2O5,29.55555556,2.353333333,10,0.222222222,3,5.456219213,769.930766,36,Orthorhombic,62,mmm,-3.362301514,0.070032889,2.6628
S4N5Cl,11.6,2.868,15.6,0,3,1.859841733,1669.583763,80,Monoclinic,14,2/m,0.399901825,0.434086579,2.2113
MgTiCr(PO4)3,11.05555556,2.908888889,13.83333333,0.111111111,5,3.057643621,444.3270933,36,Trigonal,161,3m,-2.896806377,0.002181689,2.4548
Na5VO5,10.72727273,2.134545455,8.181818182,0.090909091,3,2.728058574,299.3378138,22,Monoclinic,15,2/m,-1.994353376,0.058190284,2.4635
Mn4Zn3H10(CO8)2,9.714285714,2.665428571,10.22857143,0.2,5,3.244821042,722.6638601,70,Monoclinic,15,2/m,-1.655044664,0.008840783,2.1956
K2ZnS2,20,1.69,9.2,0.2,3,2.635211962,261.8029094,10,Orthorhombic,72,mmm,-1.252977909,0,2.8043
KInF3,19,2.908,13,0,3,3.444753016,203.3392813,10,Cubic,225,m-3m,-2.69886816,0.075186752,2.3697
TiP2O7,10.8,3,14.6,0.1,3,2.652808396,555.3732549,40,Monoclinic,14,2/m,-2.833785545,0.12734588,2.4127
CsH6Rh(N3O4)2,9.636363636,2.819545455,10.63636364,0.045454545,5,2.389912589,1261.483301,88,Orthorhombic,19,222,-0.809893751,0.201454579,2.7874
Rb2Mo(SO)2,23.42857143,2.262857143,10.28571429,0.142857143,4,3.143406974,383.5220782,14,Monoclinic,15,2/m,-1.592781426,0.127712701,2.3431
Zn(SnO2)2,23.14285714,2.761428571,14.85714286,0.142857143,3,4.994235055,487.8664246,28,Monoclinic,13,2/m,-1.732252562,0.149130207,2.275
B3Pb6BrO10,31.1,2.873,15,0,4,7.025691219,1432.79763,80,Orthorhombic,57,mmm,-2.036312253,0,2.8245
BaCaI4,48,2.088333333,12,0,3,4.436887637,512.7500845,12,Monoclinic,15,2/m,-1.903523522,0.069034464,2.9336
BaNb2Xe5F22,20.2,3.488333333,15.86666667,0.066666667,4,3.662561473,633.6327695,30,Orthorhombic,69,mmm,-2.194228878,0,2.6409
Al2CoO4,12.14285714,2.694285714,14.14285714,0.142857143,3,4.305021753,409.3905243,42,Monoclinic,8,m,-2.847070629,0.037999179,2.4719
Zn(HO)2,9.6,2.586,9.2,0.2,3,4.022964901,41.03861427,5,Trigonal,164,-3m,-1.402671668,0.083718149,2.4257
Ca3Fe3(AsO4)4,15.30769231,2.778846154,13.30769231,0.115384615,4,3.741221643,748.725863,52,Monoclinic,14,2/m,-2.200034052,7.59E-06,2.3749
K2ZnI4,40,1.99,11.71428571,0.142857143,3,3.650759021,592.4149051,14,Monoclinic,11,2/m,-1.330935947,0,3.0987
UH6C2O9,10.11111111,2.813333333,10.05555556,0,4,2.943902261,929.7805669,72,Monoclinic,14,2/m,-1.858476368,0.028512837,2.2221
Na2CoH4(SeO5)2,10.57894737,2.738947368,10.89473684,0.052631579,5,2.676783923,264.8010541,19,Triclinic,2,-1,-1.213426972,0.256735137,2.3479
Ge3(WO6)2,20,3.060588235,14.47058824,0.117647059,3,5.44218917,949.0469236,68,Cubic,230,m-3m,-2.027191629,0.145560478,2.8999
Na4CaSn3(PO4)6,13.05263158,2.797368421,13.73684211,0,5,3.325548451,1584.859583,114,Triclinic,1,1,-2.59814571,0.029063336,2.2588
Ba2Li3Y3(WO4)8,22.625,2.86125,12,0.229166667,5,6.442052123,655.986333,48,Triclinic,1,1,-2.616091018,0.056808996,2.8751
VBiPbO5,28.5,2.8975,14.25,0.125,4,6.811652116,266.7524096,16,Triclinic,1,1,-2.023518891,0,2.9255
Na6ZnS4,14.54545455,1.595454545,7.454545455,0.090909091,3,2.353911408,467.8573703,22,Hexagonal,186,6mm,-1.242468616,0,2.1581
V2PH10NO11,6.64,2.7332,9.04,0.08,5,2.322979878,951.9732393,100,Orthorhombic,19,222,-1.625215986,0.095254321,2.1215
Li2MnO2F,9.333333333,2.395,9.666666667,0.166666667,4,3.48980997,228.0482012,24,Monoclinic,15,2/m,-2.461396831,0.033435776,2.21
ZnH2(SeO4)2,12.61538462,2.974615385,13.38461538,0.076923077,4,3.470598997,338.11743,26,Monoclinic,14,2/m,-1.229102607,0,2.7465
ErSbO4,25.16666667,2.841666667,13.66666667,0,3,7.990900628,293.4326844,24,Monoclinic,14,2/m,-2.878625434,0.000407198,2.2761
VCd2BiO6,25,2.767,14,0.3,4,6.548050479,294.5432259,20,Orthorhombic,36,mm2,-1.854756502,0,2.249
Na3ScGe3(PO4)6,11.67567568,2.861621622,14.10810811,0.027027027,5,3.231363866,1390.060626,111,Triclinic,1,1,-2.607947381,0.040006068,2.3653
ScBiO3,25.6,2.74,13.2,0.2,3,7.106623446,282.2009955,20,Monoclinic,15,2/m,-2.770747503,0.034482425,2.6784
BaGeO3,22.4,2.644,12.8,0,3,4.425621979,580.7472411,30,Triclinic,1,1,-2.369768002,0.32623321,2.2342
H7C2SN5,4.666666667,2.552,8.4,0,4,1.355170177,1305.477886,120,Orthorhombic,61,mmm,-0.187023641,0.171070264,2.2168
Tl3BiI6,64.4,2.284,15.6,0,3,5.978534699,1759.333077,40,Monoclinic,14,2/m,-0.817150594,0.009090942,2.5091
MgGa4(WO6)2,20,2.871052632,13.57894737,0.105263158,4,6.890472338,207.9435113,19,Monoclinic,3,2,-2.165738592,0.159206362,2.5588
Rb2LiNbS4,22.75,1.8175,9,0.125,4,2.800993567,946.2734443,32,Triclinic,2,-1,-1.47221966,0,2.3505
NaFeO2,13.25,2.41,10.25,0.25,3,4.547851804,80.93644191,8,Hexagonal,194,6/mmm,-1.713807223,0.08406721,2.5666
Li5Fe2(BO4)2,8.294117647,2.362352941,10.29411765,0.117647059,4,2.661362182,369.3896499,34,Monoclinic,7,m,-2.273533305,0.059448184,2.1105
Li5SiN3,5.555555556,1.768888889,7.111111111,0,3,2.190394385,1271.311483,144,Triclinic,1,1,-0.870629893,0,2.16
Na4TiAs2O9,12.75,2.53625,11.375,0.0625,4,3.130199438,460.1085803,32,Monoclinic,12,2/m,-2.301786871,0,3.0631
AlFeO3,12.6,2.752,13.8,0.2,3,4.499455863,193.1252097,20,Trigonal,148,-3,-2.534268328,0.032552852,2.1792
AgC3N3O2,11.33333333,2.842222222,14.44444444,0.111111111,4,2.778956155,2083.449035,144,Triclinic,1,1,-0.040525574,0.549048877,2.3504
Li4Cr2Si3O10,9.578947368,2.491578947,11.47368421,0.105263158,4,2.920778569,427.5393015,38,Monoclinic,15,2/m,-2.727876356,0.0262924,2.5003
Mo2H2O7,12.90909091,2.981818182,11.45454545,0.181818182,3,3.84303793,264.3456006,22,Monoclinic,11,2/m,-1.607755957,0.141075312,2.2368
NaSr2IO6,18.8,2.613,11.8,0,4,5.037334895,138.8241785,10,Cubic,225,m-3m,-2.179028509,0.039334582,2.4174
Na2Ti4O9,12.13333333,2.598666667,10.8,0.266666667,3,3.511727014,1082.20184,90,Triclinic,1,1,-3.20994828,0.022471144,2.4709
SnH10Br4O5,12,2.65,8.6,0,4,2.937883335,597.3231256,40,Monoclinic,15,2/m,-1.216844104,0.022513876,2.2325
Li4FeO3F,7.888888889,2.227777778,8.555555556,0.111111111,4,2.515612612,198.8275035,18,Monoclinic,9,m,-2.167420913,0.102525532,2.5637
Li4NbFe(WO6)2,16.15,2.6675,11.05,0.2,5,5.692818354,429.4776883,40,Triclinic,1,1,-2.373262855,0.021564977,2.2991
Ba6Y2Ti4O17,22,2.497241379,10.55172414,0.206896552,4,5.195284339,936.6471549,58,Hexagonal,194,6/mmm,-3.529738349,0,2.6243
Ca2Nb2CoO8,16.38461538,2.661538462,11.61538462,0.230769231,4,4.537691522,331.4696097,26,Monoclinic,15,2/m,-2.888177294,0.097702224,2.8628
Er2PbS4,40.28571429,2.161428571,12,0,3,6.455352619,1378.731367,56,Orthorhombic,36,mm2,-1.917510846,0,2.1115
Sr(H2N)2,8,2.261428571,5.142857143,0,3,2.418141661,164.3482483,14,Tetragonal,141,4/mmm,-0.6499108,0.001277223,2.3795
Na3CeF7,14,2.888181818,11.36363636,0,3,3.554554826,159.8026996,11,Monoclinic,8,m,-3.495887479,0,2.6973
KGd2Cl7,26.6,2.534,12.6,0,3,3.481131255,1148.203108,40,Monoclinic,14,2/m,-2.474102409,0,2.5883
Cs2Ni(NO3)4,13.78947368,2.996315789,13.89473684,0.052631579,4,2.948199391,644.9348791,38,Triclinic,2,-1,-1.201243859,0,2.9547
Rb5GaO4,24.8,1.967,8.2,0,3,4.2594357,1749.830635,80,Orthorhombic,61,mmm,-1.642377377,0,2.1824
MgSe,23,1.93,9,0,2,3.260005132,105.1995686,4,Hexagonal,186,6mm,-1.474296714,0,2.5765
Li2H6PtO6,9.2,2.538666667,7.6,0.066666667,4,4.271863371,120.8943912,15,Trigonal,162,-3m,-1.377208175,0.063789879,2.5297
CsNa5(FeO3)2,15,2.124285714,8.428571429,0.142857143,4,3.427210333,882.8674665,56,Orthorhombic,43,mm2,-1.671831763,0.004024598,2.2614
CaCo(GeO3)2,15.9,2.754,13.5,0.1,4,4.636116625,487.5294485,40,Monoclinic,14,2/m,-2.260302406,0.027428831,2.1914
Li3LaNiO4,14,2.19,8.888888889,0.222222222,4,4.58724005,408.9330909,36,Triclinic,2,-1,-2.298148036,0.079983465,2.6223
LiVSiO4,10.28571429,2.61,12,0.142857143,4,3.431271551,290.2990728,28,Monoclinic,14,2/m,-2.760733685,0.083262702,2.3919
Mg2SiO4,10,2.611428571,11.71428571,0,3,3.404518576,686.2244506,70,Trigonal,160,3m,-3.081720736,0.131404966,2.3677
CuCSN,14.5,2.5175,14,0.25,4,2.865573674,70.48107386,4,Trigonal,160,3m,0.024059021,0.16295173,2.2697
CrPO4,11.83333333,2.935,14.16666667,0.166666667,3,3.646606369,267.6957011,24,Orthorhombic,62,mmm,-2.540939612,0.055232769,2.2052
LiCoF3,11.4,2.96,12.2,0.2,3,3.553258206,172.2611484,15,Trigonal,143,3,-2.582232626,0.088681576,3.0432
Nd2ScNbO7,21.63636364,2.665454545,11.45454545,0.181818182,4,5.926554343,301.6721094,22,Orthorhombic,74,mmm,-3.658755796,0.03101433,2.5738
Li6Mn(OF2)2,7.307692308,2.325384615,8.692307692,0.076923077,4,2.184661847,310.9929354,26,Triclinic,2,-1,-2.627320411,0.108679314,2.7828
La2Mg(NiO3)2,20.90909091,2.542727273,11.27272727,0.363636364,4,5.547491056,154.3051538,11,Trigonal,146,3,-2.434724669,0.325073425,2.5941
C4NCl2,9.285714286,2.794285714,15,0,3,1.526186612,578.6390737,28,Monoclinic,14,2/m,0.133442084,0.19262429,2.7265
ThTa2O7,29.2,2.838,12.5,0.2,3,9.356061749,250.5805848,20,Monoclinic,12,2/m,-3.64453588,0.008395364,2.6564
In7Cl9,31,2.55625,15.25,0,2,4.07516785,1830.067682,64,Cubic,205,m-3,-1.022579103,0,2.1915
IO2F,19.5,3.38,16.5,0,3,5.063208832,233.3798097,16,Orthorhombic,19,222,-1.135413572,0,2.8952
Li3Mo3(PO4)4,12.42307692,2.816153846,12.96153846,0.115384615,4,3.437852584,665.1410195,52,Monoclinic,4,2,-2.49525312,0.029880403,2.6894
K9Nd(PS4)4,18.23333333,1.952,10.93333333,0,4,2.31593811,1624.821742,60,Monoclinic,15,2/m,-1.290221251,9.97E-05,2.7271
K2SnS3,22.66666667,1.89,10.66666667,0,3,2.672626699,364.2159658,12,Triclinic,2,-1,-1.164566427,0,2.2443
Sn3(P2O7)2,15.33333333,2.99047619,15.52380952,0,3,3.401324796,687.4069475,42,Monoclinic,14,2/m,-2.415777515,0.028305826,2.8992
Zn6B3HO11,13.52380952,2.66952381,13.71428571,0.285714286,4,3.809061419,524.7797251,42,Trigonal,161,3m,-2.155706583,0,2.8322
Cs2Mo2O11,18.8,2.916,12.66666667,0.133333333,3,3.895760467,540.2064893,30,Triclinic,2,-1,-1.210042097,0.363073906,2.4144
TiCdO3,18.8,2.71,12.8,0.4,3,5.810462307,119.0441478,10,Trigonal,148,-3,-2.671460971,0,2.9057
Ti(TlSe)4,53.55555556,2.024444444,13.33333333,0.111111111,3,6.849872823,1145.420097,36,Monoclinic,14,2/m,-0.881379006,0,2.1386
CsCaH3,15.6,1.678,1.2,0,3,2.961551996,98.68709087,5,Cubic,221,m-3m,-0.495221957,0.012165698,3.1408
ZnCoP2O7,13,2.908181818,14.81818182,0.181818182,4,3.963095418,499.927158,44,Monoclinic,14,2/m,-2.330915432,0.011839074,2.9562
Mo6PbCl14,27.23809524,2.834761905,13.71428571,0.285714286,3,3.758716785,2260.486018,84,Cubic,201,m-3,-1.125559355,0,2.5746
CdH10(C2O3)4,6.516129032,2.753870968,10.51612903,0.032258065,4,1.960226657,347.7993372,31,Triclinic,2,-1,-1.059609201,0.185139271,2.9143
Cs2Se,48,1.376666667,6,0,2,4.228462863,541.5732131,12,Monoclinic,14,2/m,-1.260837061,0.004192515,2.1827
KNdTiSnO6,19.9,2.61,11.8,0.1,5,5.766676875,128.4027413,10,Cubic,216,-43m,-2.849120785,0.162949459,2.8321
Li3CoPCO7,8.692307692,2.587692308,11.76923077,0.076923077,5,2.906223617,536.488734,52,Monoclinic,4,2,-2.268654187,0.066294331,2.8515
K2Na4Ge2O7,13.46666667,2.230666667,9.733333333,0,4,2.985501806,950.9512467,60,Monoclinic,4,2,-2.04709078,0.000496668,2.9932
CrOF4,11.33333333,3.503333333,15,0.166666667,3,2.504914443,763.6174485,48,Monoclinic,15,2/m,-2.065883126,0.106408783,2.3505
NaNO3,8.4,2.858,12.8,0,3,2.099817011,268.8557493,20,Triclinic,1,1,-1.350257228,0.012939741,2.7742
Li3NbHO2F7,9.285714286,2.962857143,11.42857143,0.071428571,5,3.055172265,1216.282827,112,Orthorhombic,60,mmm,-2.717511363,0.118217424,2.5761
BaSrYNbO6,22.2,2.53,10.8,0.2,5,5.509307132,606.1345608,40,Orthorhombic,16,222,-3.439182937,0.016446212,2.9738
BiPO4,21.66666667,2.995,15.66666667,0,3,4.630718366,871.9576277,48,Monoclinic,15,2/m,-2.310746523,0.103529156,2.999
As2S3(NF6)2,12.42105263,3.470526316,16.42105263,0,4,2.789330158,597.7381159,38,Monoclinic,5,2,-1.773116919,0.106821443,2.2041
UH10(SeO7)2,10.44444444,2.838518519,9.962962963,0,4,3.497082949,1196.62323,108,Monoclinic,14,2/m,-1.550010582,0.001957428,2.3276
Sr3TeO6,21.4,2.559,11.8,0,3,4.964813875,1301.607475,80,Cubic,206,m-3,-2.695199452,0.053382511,2.6371
PH3CS3,9,2.385,10,0,4,1.560753566,605.1797293,32,Monoclinic,14,2/m,-0.195325474,0.020610951,2.1513
CrH10SNO10,5.956521739,2.768695652,9,0.043478261,5,1.930013511,922.8099914,92,Monoclinic,14,2/m,-1.360313008,0.087571195,2.2834
Ba2MgMo4(P2O7)4,14.79069767,2.920232558,13.90697674,0.093023256,5,3.587629831,638.0369264,43,Monoclinic,5,2,-2.625512394,0.08789843,2.9007
UP2H6O7,11.5,2.69,9.4375,0,4,3.411623774,813.8509723,64,Monoclinic,14,2/m,-1.834515682,0.087971448,2.4783
Mn(ReO4)2,21.72727273,2.988181818,13.54545455,0.272727273,3,4.555970907,809.6415141,44,Trigonal,164,2/m,-2.206825188,0.000978546,3.068
Li3Fe(PO4)2,9.214285714,2.619285714,12.07142857,0.071428571,4,2.588883772,684.0284257,56,Monoclinic,7,m,-2.547273226,0.033821433,2.2509
BP4(SBr)3,19.81818182,2.492727273,15.63636364,0,4,2.444847297,639.2802956,22,Monoclinic,11,2/m,-0.573135144,0.007650254,2.6424
NaHNO2,7,2.61,9.8,0,4,2.172574694,428.0379924,40,Orthorhombic,57,mmm,-1.117524572,0.143500455,2.9794
Rb3SbBr6,37.2,2.227,12,0,3,3.180769843,447.7084011,10,Cubic,225,m-3m,-1.597547903,0.067021761,2.842
Cs2RbAsBr6,39,2.234,12,0,4,3.572861471,420.9019992,10,Cubic,225,m-3m,-1.570585874,0,2.8942
TlVH6SO9,11,2.777222222,10.22222222,0.055555556,5,3.563456887,407.6788436,36,Monoclinic,4,2,-1.60033622,0.014842913,2.7893
H9C2N11O2,4.75,2.7175,9.75,0,4,1.432912235,1015.924447,96,Orthorhombic,19,222,-0.202717508,0.292591634,2.4091
Li3Zn2SbO6,14,2.410833333,11.5,0.166666667,4,5.086608902,120.5909134,12,Monoclinic,12,2/m,-2.050211864,0.022566203,2.4602
TlCdBr3,46.8,2.438,15.2,0.2,3,6.036192161,612.3731169,20,Orthorhombic,62,mmm,-1.193658168,0.002632556,2.7489
KNaTi4(PO4)6,11.11111111,2.878055556,13.66666667,0.111111111,5,2.828321298,483.4180969,36,Trigonal,148,-3,-3.021249765,0.004929121,2.4827
Na2CoH4(CO2)4,7.421052632,2.645263158,10.47368421,0.052631579,5,1.993426897,474.7849692,38,Monoclinic,15,2/m,-1.352041088,0.164381056,2.4491
Na3BiO3,20,2.161428571,9.428571429,0,3,4.135551662,1047.017238,56,Triclinic,2,-1,-1.674880718,0.036740081,2.8282
Na3AsBr6,27.6,2.273,12,0,3,3.097633124,334.1385871,10,Cubic,225,m-3m,-1.277048042,0.168120533,2.5665
Rb2AgSbF6,22.6,2.95,13,0.1,4,4.235706859,201.7225014,10,Cubic,225,m-3m,-2.513192743,0.079065896,2.168
NaSr2IO6,18.8,2.613,11.8,0,4,5.158693879,271.1166412,20,Monoclinic,14,2/m,-2.21836309,0,2.563
Li4Nb2Fe3Te3O16,16.28571429,2.641071429,12.21428571,0.178571429,5,4.695735605,360.6649784,28,Triclinic,1,1,-2.042420992,0.093651821,2.1436
Mg3Te2Pb6WO18,28.33333333,2.879666667,13.86666667,0.033333333,5,8.57428029,395.6857775,30,Trigonal,164,-3m,-1.949403999,0.027490603,2.56
NiTeO3,20.8,2.866,14.8,0.2,3,6.495452555,239.583217,20,Orthorhombic,62,mmm,-1.372126153,0.046346222,2.5735
Cs(CO)2,16.6,2.554,12.2,0,3,3.134999004,200.1394101,10,Monoclinic,12,2/m,-1.318671076,0.198187738,2.711
AgMoPO6,16.88888889,2.991111111,14.22222222,0.222222222,4,4.546519986,966.4893487,72,Monoclinic,14,2/m,-1.981105735,0,2.1219
BaV2(AsO5)2,16.53333333,2.860666667,13.46666667,0.133333333,4,4.403939462,828.089789,60,Monoclinic,9,m,-2.286222224,0.036156761,2.1663
LiFeSiO4,10.71428571,2.638571429,12.42857143,0.142857143,4,2.93605325,525.534455,42,Trigonal,148,-3,-2.483310133,0.065166133,2.4486
SnIBr,46,2.526666667,16,0,3,4.874323383,443.5783955,12,Orthorhombic,62,mmm,-0.940163313,0.018884882,2.3488
KRe2O4F7,18.85714286,3.302857143,14.14285714,0.142857143,4,4.389971662,460.3382337,28,Monoclinic,13,2/m,-2.548195079,0,3.0333
LiV(PO3)4,10.11111111,2.925,14.33333333,0.055555556,4,2.343075489,529.7825595,36,Monoclinic,12,2/m,-2.638722917,0.033245772,2.244
LiVF4,10.33333333,3.088333333,12.33333333,0.166666667,3,3.491707404,254.6679772,24,Orthorhombic,60,mmm,-3.229284237,0.005578681,2.4249
NaFe(MoO4)2,15.41666667,2.883333333,12.41666667,0.25,4,3.499265638,378.4070995,24,Monoclinic,15,2/m,-1.975332583,0.003879962,2.1186
Li3Cr(PO4)2,9.071428571,2.607142857,11.92857143,0.071428571,4,2.869987163,304.0614812,28,Monoclinic,11,2/m,-2.615313045,0.076717716,2.7367
Ca(ClO2)2,12.28571429,3.011428571,14.28571429,0,3,2.630030529,220.9584866,14,Orthorhombic,68,mmm,-1.236131623,0.190473636,2.5997
PrTl(WO4)2,29.33333333,2.915833333,13,0.166666667,4,7.215102344,387.092817,24,Monoclinic,12,2/m,-2.334682275,0.142869565,2.6463
SbAsO4,19.33333333,2.998333333,15.66666667,0,3,4.805511142,180.1548192,12,Monoclinic,11,2/m,-1.727386795,0.011390888,3.0829
CsRb2PdF5,24.44444444,2.725555556,10.88888889,0.111111111,4,4.280657804,391.9923041,18,Tetragonal,127,4/mmm,-2.514136873,0,2.3387
NdWNO3,27.5,2.81,12,0.166666667,4,7.726983729,167.6603859,12,Triclinic,1,1,-2.318555237,0.244347709,3.013
K2TeMo2(PO7)2,15.04761905,2.885714286,13.52380952,0.095238095,5,3.775903155,1202.542088,84,Orthorhombic,60,mmm,-2.261668612,0,2.9747
Na2Ti9O19,12.4,2.702666667,11.4,0.3,3,3.62482926,357.6722887,30,Monoclinic,12,2/m,-3.337573271,0.035327669,2.1946
Si(PbO2)2,30,2.902857143,15.14285714,0,3,7.130698614,943.5653023,56,Monoclinic,5,2,-2.2722424,0.008033984,2.4423
K2PrAgF6,19.8,2.858,11.8,0.1,4,3.47120899,210.9455447,10,Cubic,225,m-3m,-3.07519521,0.136082401,2.5361
Li3VF6,8.6,2.845,11,0.1,3,2.763161143,223.2611739,20,Trigonal,163,-3m,-3.176829782,0.034814207,2.5145
Li2TiNi2O5,12.4,2.452,10.6,0.3,4,4.785495677,179.8351381,20,Monoclinic,15,2/m,-2.23113864,0.045268122,2.1612
Y4TiSn3O14,20,2.748181818,12.81818182,0.227272727,4,5.753328498,283.8923856,22,Trigonal,166,-3m,-3.185061664,0.008084716,2.8441
Nb9AsO25,17.2,2.930857143,13.14285714,0.257142857,3,4.477385041,972.4752302,70,Tetragonal,85,4/m,-2.90588706,0.000127986,2.2196
Na2CdH4(SeO5)2,11.68421053,2.728947368,11.05263158,0.052631579,5,3.389444916,470.6476775,38,Monoclinic,14,2/m,-1.468617977,0,2.8694
Y(BiO2)3,33.6,2.792,14.4,0.1,3,7.838788976,343.9556209,20,Trigonal,148,-3,-2.175481799,0.044281593,2.1211
InCo3(CO)12,10.64285714,2.832142857,14.28571429,0.107142857,4,2.093665437,1991.502095,112,Monoclinic,14,2/m,-0.808540816,0.403972034,2.673
LiNbFeO4,14.57142857,2.595714286,11.14285714,0.285714286,4,4.389968586,332.3976354,28,Tetragonal,95,422,-2.495743894,0,2.2421
Rb3AsI6,46.2,2.06,12,0,3,3.546854982,511.5960749,10,Cubic,225,m-3m,-1.134053107,0.07491442,2.1626
Na2TiCr(PO4)3,11,2.784736842,13.10526316,0.105263158,5,2.966953051,964.3406648,76,Cubic,198,23,-2.763581731,0.039719194,2.48
KRbAu2,53.5,1.68,6,0.5,3,0.569364097,1512.192716,4,Orthorhombic,71,mmm,0.152236404,0.430363178,2.8677
